station id,station name,station latitude,station longitude
3331,Riverside Dr & W 104 St,40.8013434,-73.97114574390001
3101,N 12 St & Bedford Ave,40.72079821,-73.95484712
3140,1 Ave & E 78 St,40.77140426,-73.9535166
236,St Marks Pl & 2 Ave,40.7284186,-73.98713956
3427,Lafayette St & Jersey St,40.72430527250332,-73.99600982666016
3016,Kent Ave & N 7 St,40.72036775298455,-73.96165072917937
3357,W 106 St & Amsterdam Ave,40.80083629999999,-73.9664492472
470,W 20 St & 8 Ave,40.74345335,-74.00004031
513,W 56 St & 10 Ave,40.768254,-73.988639
405,Washington St & Gansevoort St,40.739323,-74.008119
412,Forsyth St & Canal St,40.715815500000005,-73.99422366
3256,Pier 40 - Hudson River Park,40.7277140777778,-74.01129573583603
401,Allen St & Rivington St,40.72019576,-73.98997825
434,9 Ave & W 18 St,40.74317449,-74.00366443
507,E 25 St & 2 Ave,40.73912601,-73.97973776
3286,E 89 St & 3 Ave,40.7806284,-73.9521667
312,Allen St & Stanton St,40.722055,-73.989111
285,Broadway & E 14 St,40.73454567,-73.99074142
479,9 Ave & W 45 St,40.76019252,-73.9912551
527,E 33 St & 2 Ave,40.744023,-73.976056
346,Bank St & Hudson St,40.73652889,-74.00618026
409,DeKalb Ave & Skillman St,40.6906495,-73.95643107
450,W 49 St & 8 Ave,40.76227205,-73.98788205
238,Bank St & Washington St,40.7361967,-74.00859207
72,W 52 St & 11 Ave,40.76727216,-73.99392888
539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116
519,Pershing Square North,40.751872999999996,-73.97770600000001
2021,W 45 St & 8 Ave,40.75929124,-73.98859651
3429,Hanson Pl & Ashland Pl,40.68506807308177,-73.97790759801863
296,Division St & Bowery,40.71413089,-73.99704679999999
537,Lexington Ave & E 24 St,40.74025878,-73.98409214
474,5 Ave & E 29 St,40.7451677,-73.98683077
481,S 3 St & Bedford Ave,40.71260486,-73.96264403
476,E 31 St & 3 Ave,40.74394314,-73.97966069
128,MacDougal St & Prince St,40.72710258,-74.00297088
376,John St & William St,40.70862144,-74.00722156
3310,14 St & 7 Ave,40.663779,-73.98396846
528,2 Ave & E 31 St,40.74290902,-73.97706058
265,Stanton St & Chrystie St,40.72229346,-73.99147535
336,Sullivan St & Washington Sq,40.73047747,-73.99906065
453,W 22 St & 8 Ave,40.74475148,-73.99915362
150,E 2 St & Avenue C,40.720873600000004,-73.98085795
308,St James Pl & Oliver St,40.71307916,-73.99851193
368,Carmine St & 6 Ave,40.73038599,-74.00214988
302,Avenue D & E 3 St,40.72082834,-73.97793172
499,Broadway & W 60 St,40.76915505,-73.98191841
3244,University Pl & E 8 St,40.73143724085228,-73.99490341544151
325,E 19 St & 3 Ave,40.73624527,-73.98473765
372,Franklin Ave & Myrtle Ave,40.694546087246025,-73.95801365375519
449,W 52 St & 9 Ave,40.76461837,-73.98789473
